"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9IUMEEKS","journalArticle","2005","Holmes, Susan; He, Michael; Xu, Tong; Lee, Peter P.","Memory T cells have gene expression patterns intermediate between naïve and effector","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.0501437102","https://pnas.org/doi/full/10.1073/pnas.0501437102","The biological basis underlying differentiation of naïve (NAI) T cells into effector (EFFE) and memory (MEM) cells is incompletely understood. Furthermore, whether NAI T cells serially differentiate into EFFE and then MEM cells (linear differentiation) or whether they concurrently differentiate into either EFFE or MEM cells (parallel differentiation) remains unresolved. We isolated NAI, EFFE, and MEM CD8               +               T cell subsets from human peripheral blood and analyzed their gene expression by using microarrays. We identified 156 genes that strongly differentiate NAI, EFFE, and MEM CD8               +               T cells; these genes provide previously unrecognized markers to help identify each cell type. Using several statistical approaches to analyze and group the data (standard heat-map and hierarchical clustering, a unique circular representation, multivariate analyses based on principal components, and a clustering method based on phylogenetic parsimony analysis), we assessed the lineage relationships between these subsets and showed that MEM cells have gene expression patterns intermediate between NAI and EFFE T cells. Our analysis suggests a common differentiation pathway to an intermediate state followed by a split into EFFE or MEM cells, hence supporting the parallel differentiation model. As such, conditions under which NAI T cells are activated may determine the magnitude of both EFFE and MEM cells, which arise subsequently. A better understanding of these conditions may be very useful in the design of future vaccine strategies to maximize MEM cell generation.","2005-04-12","2026-03-13 22:42:06","2026-03-13 22:42:06","2026-03-13 22:42:06","5519-5523","","15","102","","Proc. Natl. Acad. Sci. U.S.A.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHFYVHSL","journalArticle","2025","Zhang, Longxiang; Tuoliken, Haishaer; Li, Jian; Gao, Hongliang","Diet, gut microbiota, and health: a review","Food Science and Biotechnology","","1226-7708, 2092-6456","10.1007/s10068-024-01759-x","https://link.springer.com/10.1007/s10068-024-01759-x","","2025-06","2026-03-24 01:08:20","2026-03-24 01:08:20","2026-03-24 01:08:20","2087-2099","","10","34","","Food Sci Biotechnol","Diet, gut microbiota, and health","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJRQRG35","journalArticle","2019","De Filippis, Francesca; Pasolli, Edoardo; Tett, Adrian; Tarallo, Sonia; Naccarati, Alessio; De Angelis, Maria; Neviani, Erasmo; Cocolin, Luca; Gobbetti, Marco; Segata, Nicola; Ercolini, Danilo","Distinct Genetic and Functional Traits of Human Intestinal Prevotella copri Strains Are Associated with Different Habitual Diets","Cell Host & Microbe","","19313128","10.1016/j.chom.2019.01.004","https://linkinghub.elsevier.com/retrieve/pii/S1931312819300411","","2019-03","2026-03-24 01:09:44","2026-03-24 01:09:44","2026-03-24 01:09:44","444-453.e3","","3","25","","Cell Host & Microbe","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\VU6GLXTT\De Filippis et al. - 2019 - Distinct Genetic and Functional Traits of Human Intestinal Prevotella copri Strains Are Associated w.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLWLMM7N","journalArticle","2022","Terrón-Camero, Laura C.; Gordillo-González, Fernando; Salas-Espejo, Eduardo; Andrés-León, Eduardo","Comparison of Metagenomics and Metatranscriptomics Tools: A Guide to Making the Right Choice","Genes","","2073-4425","10.3390/genes13122280","https://www.mdpi.com/2073-4425/13/12/2280","The study of microorganisms is a field of great interest due to their environmental (e.g., soil contamination) and biomedical (e.g., parasitic diseases, autism) importance. The advent of revolutionary next-generation sequencing techniques, and their application to the hypervariable regions of the 16S, 18S or 23S ribosomal subunits, have allowed the research of a large variety of organisms more in-depth, including bacteria, archaea, eukaryotes and fungi. Additionally, together with the development of analysis software, the creation of specific databases (e.g., SILVA or RDP) has boosted the enormous growth of these studies. As the cost of sequencing per sample has continuously decreased, new protocols have also emerged, such as shotgun sequencing, which allows the profiling of all taxonomic domains in a sample. The sequencing of hypervariable regions and shotgun sequencing are technologies that enable the taxonomic classification of microorganisms from the DNA present in microbial communities. However, they are not capable of measuring what is actively expressed. Conversely, we advocate that metatranscriptomics is a “new” technology that makes the identification of the mRNAs of a microbial community possible, quantifying gene expression levels and active biological pathways. Furthermore, it can be also used to characterise symbiotic interactions between the host and its microbiome. In this manuscript, we examine the three technologies above, and discuss the implementation of different software and databases, which greatly impact the obtaining of reliable results. Finally, we have developed two easy-to-use pipelines leveraging Nextflow technology. These aim to provide everything required for an average user to perform a metagenomic analysis of marker genes with QIMME2 and a metatranscriptomic study using Kraken2/Bracken.","2022-12-03","2026-03-24 01:10:33","2026-03-24 01:10:33","2026-03-24 01:10:33","2280","","12","13","","Genes","Comparison of Metagenomics and Metatranscriptomics Tools","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\DXYUXBTK\Terrón-Camero et al. - 2022 - Comparison of Metagenomics and Metatranscriptomics Tools A Guide to Making the Right Choice.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V9MIKUN","journalArticle","2019","Wood, Derrick E.; Lu, Jennifer; Langmead, Ben","Improved metagenomic analysis with Kraken 2","Genome Biology","","1474-760X","10.1186/s13059-019-1891-0","https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1891-0","Abstract                            Although Kraken’s               k               -mer-based approach provides a fast taxonomic classification of metagenomic sequence data, its large memory requirements can be limiting for some applications. Kraken 2 improves upon Kraken 1 by reducing memory usage by 85%, allowing greater amounts of reference genomic data to be used, while maintaining high accuracy and increasing speed fivefold. Kraken 2 also introduces a translated search mode, providing increased sensitivity in viral metagenomics analysis.","2019-11-28","2026-03-24 01:12:30","2026-03-24 01:12:30","2026-03-24 01:12:30","257","","1","20","","Genome Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\N9G7YH5W\Wood et al. - 2019 - Improved metagenomic analysis with Kraken 2.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANQSYBJ4","journalArticle","2025","Cassol, Ignacio; Ibañez, Mauro; Bustamante, Juan Pablo","Key features and guidelines for the application of microbial alpha diversity metrics","Scientific Reports","","2045-2322","10.1038/s41598-024-77864-y","https://www.nature.com/articles/s41598-024-77864-y","Abstract             Studies of microbial communities vary widely in terms of analysis methods. In this growing field, the wide variety of diversity measures and lack of consistency make it harder to compare different studies. Most existing alpha diversity metrics are inherited from other disciplines and their assumptions are not always directly meaningful or true for microbiome data. Many existing microbiome studies apply one or some alpha diversity metrics with no fundamentals but also an unclear results interpretation. This work focuses on a theoretical, empirical, and comparative analysis of 19 frequently and less-frequently used microbial alpha diversity metrics grouped into 4 proposed categories, including key features of every analyzed metric with their mathematical assumptions, to provide a deeper understanding of the existing metrics and a practical implementation guide for future studies. Key metrics that should be required in microbiome analysis include richness, phylogenetic diversity, entropy, dominance of a few microbes over others, and an estimate of unobserved microbes. Collectively, these metrics contribute to a comprehensive set of analyses characterizing samples, allowing the determination of key aspects that might be otherwise obscured by partial or biased information. These guidelines enable further detailed analysis by each author according to their specific interests and clinical trials. Several practical examples are provided to illustrate how these recommendations improve the quality and depth of information obtained, facilitating better interpretation when working with microbiome data. These guidelines can be applied to both existing and future research studies, enhancing the standardization, consistency, and robustness of the analyses conducted. This approach aims to improve the capture of biological diversity, leading to better interpretations and insights.","2025-01-03","2026-03-24 01:13:48","2026-03-24 01:13:48","2026-03-24 01:13:48","622","","1","15","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\5MI955WL\Cassol et al. - 2025 - Key features and guidelines for the application of microbial alpha diversity metrics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBY9Y7EY","journalArticle","2012","McDonald, Daniel; Clemente, Jose C; Kuczynski, Justin; Rideout, Jai Ram; Stombaugh, Jesse; Wendel, Doug; Wilke, Andreas; Huse, Susan; Hufnagle, John; Meyer, Folker; Knight, Rob; Caporaso, J Gregory","The Biological Observation Matrix (BIOM) format or: how I learned to stop worrying and love the ome-ome","GigaScience","","2047-217X","10.1186/2047-217X-1-7","https://academic.oup.com/gigascience/article-lookup/doi/10.1186/2047-217X-1-7","","2012-12","2026-03-24 01:14:09","2026-03-24 01:14:09","2026-03-24 01:14:09","7","","1","1","","GigaSci","The Biological Observation Matrix (BIOM) format or","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\2EVG3Q9Q\McDonald et al. - 2012 - The Biological Observation Matrix (BIOM) format or how I learned to stop worrying and love the ome-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76KD3YSZ","journalArticle","2014","Wood, Derrick E; Salzberg, Steven L","Kraken: ultrafast metagenomic sequence classification using exact alignments","Genome Biology","","1474-760X","10.1186/gb-2014-15-3-r46","https://genomebiology.biomedcentral.com/articles/10.1186/gb-2014-15-3-r46","Abstract                            Kraken is an ultrafast and highly accurate program for assigning taxonomic labels to metagenomic DNA sequences. Previous programs designed for this task have been relatively slow and computationally expensive, forcing researchers to use faster abundance estimation programs, which only classify small subsets of metagenomic data. Using exact alignment of               k               -mers, Kraken achieves classification accuracy comparable to the fastest BLAST program. In its fastest mode, Kraken classifies 100 base pair reads at a rate of over 4.1 million reads per minute, 909 times faster than Megablast and 11 times faster than the abundance estimation program MetaPhlAn. Kraken is available at               http://ccb.jhu.edu/software/kraken/               .","2014-03-03","2026-03-24 01:14:24","2026-03-24 01:14:24","2026-03-24 01:14:24","R46","","3","15","","Genome Biol","Kraken","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\4UHDF6F3\Wood and Salzberg - 2014 - Kraken ultrafast metagenomic sequence classification using exact alignments.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5JCMJ6S","journalArticle","2017","Lu, Jennifer; Breitwieser, Florian P.; Thielen, Peter; Salzberg, Steven L.","Bracken: estimating species abundance in metagenomics data","PeerJ Computer Science","","2376-5992","10.7717/peerj-cs.104","https://peerj.com/articles/cs-104","Metagenomic experiments attempt to characterize microbial communities using high-throughput DNA sequencing. Identification of the microorganisms in a sample provides information about the genetic profile, population structure, and role of microorganisms within an environment. Until recently, most metagenomics studies focused on high-level characterization at the level of phyla, or alternatively sequenced the 16S ribosomal RNA gene that is present in bacterial species. As the cost of sequencing has fallen, though, metagenomics experiments have increasingly used unbiased shotgun sequencing to capture all the organisms in a sample. This approach requires a method for estimating abundance directly from the raw read data. Here we describe a fast, accurate new method that computes the abundance at the species level using the reads collected in a metagenomics experiment. Bracken (Bayesian Reestimation of Abundance after Classification with KrakEN) uses the taxonomic assignments made by Kraken, a very fast read-level classifier, along with information about the genomes themselves to estimate abundance at the species level, the genus level, or above. We demonstrate that Bracken can produce accurate species- and genus-level abundance estimates even when a sample contains multiple near-identical species.","2017-01-02","2026-03-24 01:15:13","2026-03-24 01:15:13","2026-03-24 01:15:13","e104","","","3","","","Bracken","","","","","","","en","http://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\YFSNJ6X7\Lu et al. - 2017 - Bracken estimating species abundance in metagenomics data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TABQHPA5","journalArticle","2024","Lin, Huang; Peddada, Shyamal Das","Multigroup analysis of compositions of microbiomes with covariate adjustments and repeated measures","Nature Methods","","1548-7091, 1548-7105","10.1038/s41592-023-02092-7","https://www.nature.com/articles/s41592-023-02092-7","Abstract             Microbiome differential abundance analysis methods for two groups are well-established in the literature. However, many microbiome studies involve more than two groups, sometimes even ordered groups such as stages of a disease, and require different types of comparison. Standard pairwise comparisons are inefficient in terms of power and false discovery rates. In this Article, we propose a general framework, ANCOM-BC2, for performing a wide range of multigroup analyses with covariate adjustments and repeated measures. We illustrate our methodology through two real datasets. The first example explores the effects of aridity on the soil microbiome, and the second example investigates the effects of surgical interventions on the microbiome of patients with inflammatory bowel disease.","2024-01","2026-03-24 01:15:44","2026-03-24 01:15:44","2026-03-24 01:15:44","83-91","","1","21","","Nat Methods","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\SMETT7T4\Lin and Peddada - 2024 - Multigroup analysis of compositions of microbiomes with covariate adjustments and repeated measures.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDHAJTTM","journalArticle","2020","Galloway-Peña, Jessica; Hanson, Blake","Tools for Analysis of the Microbiome","Digestive Diseases and Sciences","","0163-2116, 1573-2568","10.1007/s10620-020-06091-y","http://link.springer.com/10.1007/s10620-020-06091-y","","2020-03","2026-03-24 01:16:33","2026-03-24 01:16:33","2026-03-24 01:16:33","674-685","","3","65","","Dig Dis Sci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4TW6UU67","journalArticle","2022","Nearing, Jacob T.; Douglas, Gavin M.; Hayes, Molly G.; MacDonald, Jocelyn; Desai, Dhwani K.; Allward, Nicole; Jones, Casey M. A.; Wright, Robyn J.; Dhanani, Akhilesh S.; Comeau, André M.; Langille, Morgan G. I.","Microbiome differential abundance methods produce different results across 38 datasets","Nature Communications","","2041-1723","10.1038/s41467-022-28034-z","https://www.nature.com/articles/s41467-022-28034-z","Abstract             Identifying differentially abundant microbes is a common goal of microbiome studies. Multiple methods are used interchangeably for this purpose in the literature. Yet, there are few large-scale studies systematically exploring the appropriateness of using these tools interchangeably, and the scale and significance of the differences between them. Here, we compare the performance of 14 differential abundance testing methods on 38 16S rRNA gene datasets with two sample groups. We test for differences in amplicon sequence variants and operational taxonomic units (ASVs) between these groups. Our findings confirm that these tools identified drastically different numbers and sets of significant ASVs, and that results depend on data pre-processing. For many tools the number of features identified correlate with aspects of the data, such as sample size, sequencing depth, and effect size of community differences. ALDEx2 and ANCOM-II produce the most consistent results across studies and agree best with the intersect of results from different approaches. Nevertheless, we recommend that researchers should use a consensus approach based on multiple differential abundance methods to help ensure robust biological interpretations.","2022-01-17","2026-03-24 01:17:01","2026-03-24 01:17:01","2026-03-24 01:17:01","342","","1","13","","Nat Commun","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\BV98JQKH\Nearing et al. - 2022 - Microbiome differential abundance methods produce different results across 38 datasets.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24ZTUAYN","journalArticle","2025","Abdelkader, Ahmed; Ferdous, Nur A.; El-Hadidi, Mohamed; Burzykowski, Tomasz; Mysara, Mohamed","metaGEENOME: an integrated framework for differential abundance analysis of microbiome data in cross-sectional and longitudinal studies","BMC Bioinformatics","","1471-2105","10.1186/s12859-025-06217-x","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-025-06217-x","Abstract                            Background               Detecting biomarkers is a key objective in microbiome research, often done through 16S rRNA amplicon sequencing or shotgun metagenomic analysis. A critical step in this process is differential abundance (DA) analysis, which aims to pinpoint taxa whose abundance significantly differs between groups. However, DA analysis remains challenging due to high dimensionality, compositionality, sparsity, inter-taxa correlations, uneven abundance distributions, and missing values—all which hinder our ability to model the data accurately. Despite the availability of many DA tools, balancing high statistical power with effective false discovery rate (FDR) control remains a major limitation.                                         Results               Here, we introduce a novel approach for DA analysis that integrates counts adjusted with Trimmed Mean of M-values (CTF) normalization and Centered Log Ratio (CLR) transformation with Generalized Estimating Equation (GEE) model. We benchmarked our approach against eight widely used tools employing both simulated and real datasets in cross-sectional and longitudinal settings. While several tools (e.g. MetagenomeSeq, edgeR, DESeq2 and Lefse) achieved high sensitivity, they often failed to adequately control the FDR. In contrast, our method demonstrated high sensitivity and specificity when compared to other approaches that successfully controlled the FDR, including ALDEx2, limma-voom, ANCOM, and ANCOM-BC2.                                         Conclusions               Our approach effectively addresses key challenges in microbiome data analysis across both cross-sectional and longitudinal designs. Integrated into the R package metaGEENOME (https://github.com/M-Mysara/metaGEENOME), our framework provides a flexible, scalable and statistically robust solution for DA analysis, offering improved FDR control and enhanced performance for biomarker discovery in microbiome studies.                                         Graphical abstract","2025-07-21","2026-03-24 01:20:19","2026-03-24 01:20:19","2026-03-24 01:20:19","189","","1","26","","BMC Bioinformatics","metaGEENOME","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\68ZG9N3G\Abdelkader et al. - 2025 - metaGEENOME an integrated framework for differential abundance analysis of microbiome data in cross.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U243Q76T","journalArticle","2020","Pérez-Cobas, Ana Elena; Gomez-Valero, Laura; Buchrieser, Carmen","Metagenomic approaches in microbial ecology: an update on whole-genome and marker gene sequencing analyses","Microbial Genomics","","2057-5858","10.1099/mgen.0.000409","https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000409","Metagenomics and marker gene approaches, coupled with high-throughput sequencing technologies, have revolutionized the field of microbial ecology. Metagenomics is a culture-independent method that allows the identification and characterization of organisms from all kinds of samples. Whole-genome shotgun sequencing analyses the total DNA of a chosen sample to determine the presence of micro-organisms from all domains of life and their genomic content. Importantly, the whole-genome shotgun sequencing approach reveals the genomic diversity present, but can also give insights into the functional potential of the micro-organisms identified. The marker gene approach is based on the sequencing of a specific gene region. It allows one to describe the microbial composition based on the taxonomic groups present in the sample. It is frequently used to analyse the biodiversity of microbial ecosystems. Despite its importance, the analysis of metagenomic sequencing and marker gene data is quite a challenge. Here we review the primary workflows and software used for both approaches and discuss the current challenges in the field.","2020-08-01","2026-03-24 01:33:19","2026-03-24 01:33:19","2026-03-24 01:33:19","","","8","6","","","Metagenomic approaches in microbial ecology","","","","","","","en","http://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\HUI8299Q\Pérez-Cobas et al. - 2020 - Metagenomic approaches in microbial ecology an update on whole-genome and marker gene sequencing an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PB46ML2Q","journalArticle","2016","Wu, Gary D; Compher, Charlene; Chen, Eric Z; Smith, Sarah A; Shah, Rachana D; Bittinger, Kyle; Chehoud, Christel; Albenberg, Lindsey G; Nessel, Lisa; Gilroy, Erin; Star, Julie; Weljie, Aalim M; Flint, Harry J; Metz, David C; Bennett, Michael J; Li, Hongzhe; Bushman, Frederic D; Lewis, James D","Comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production","Gut","","0017-5749, 1468-3288","10.1136/gutjnl-2014-308209","https://gut.bmj.com/lookup/doi/10.1136/gutjnl-2014-308209","Objective               The consumption of an agrarian diet is associated with a reduced risk for many diseases associated with a ‘Westernised’ lifestyle. Studies suggest that diet affects the gut microbiota, which subsequently influences the metabolome, thereby connecting diet, microbiota and health. However, the degree to which diet influences the composition of the gut microbiota is controversial. Murine models and studies comparing the gut microbiota in humans residing in agrarian versus Western societies suggest that the influence is large. To separate global environmental influences from dietary influences, we characterised the gut microbiota and the host metabolome of individuals consuming an agrarian diet in Western society.                                         Design and results               Using 16S rRNA-tagged sequencing as well as plasma and urinary metabolomic platforms, we compared measures of dietary intake, gut microbiota composition and the plasma metabolome between healthy human vegans and omnivores, sampled in an urban USA environment. Plasma metabolome of vegans differed markedly from omnivores but the gut microbiota was surprisingly similar. Unlike prior studies of individuals living in agrarian societies, higher consumption of fermentable substrate in vegans was not associated with higher levels of faecal short chain fatty acids, a finding confirmed in a 10-day controlled feeding experiment. Similarly, the proportion of vegans capable of producing equol, a soy-based gut microbiota metabolite, was less than that was reported in Asian societies despite the high consumption of soy-based products.                                         Conclusions               Evidently, residence in globally distinct societies helps determine the composition of the gut microbiota that, in turn, influences the production of diet-dependent gut microbial metabolites.","2016-01","2026-03-24 01:43:00","2026-03-24 01:43:00","2026-03-24 01:43:00","63-72","","1","65","","Gut","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\AMJT8674\Wu et al. - 2016 - Comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LU2WEX2M","journalArticle","2020","Trefflich, Iris; Jabakhanji, Afraa; Menzel, Juliane; Blaut, Michael; Michalsen, Andreas; Lampen, Alfonso; Abraham, Klaus; Weikert, Cornelia","Is a vegan or a vegetarian diet associated with the microbiota composition in the gut? Results of a new cross-sectional study and systematic review","Critical Reviews in Food Science and Nutrition","","1040-8398, 1549-7852","10.1080/10408398.2019.1676697","https://www.tandfonline.com/doi/full/10.1080/10408398.2019.1676697","","2020-09-24","2026-03-24 01:43:56","2026-03-24 01:43:56","2026-03-24 01:43:56","2990-3004","","17","60","","Critical Reviews in Food Science and Nutrition","Is a vegan or a vegetarian diet associated with the microbiota composition in the gut?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWBUD4ID","journalArticle","2020","Riddell, Jon; Basu Mallick, Chandana; Jacobs, Guy S.; Schoenebeck, Jeffrey J.; Headon, Denis J.","Characterisation of a second gain of function EDAR variant, encoding EDAR380R, in East Asia","European Journal of Human Genetics","","1018-4813, 1476-5438","10.1038/s41431-020-0660-6","https://www.nature.com/articles/s41431-020-0660-6","","2020-12","2026-04-03 02:03:06","2026-04-03 02:03:06","2026-04-03 02:03:06","1694-1702","","12","28","","Eur J Hum Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KGFIJKF","journalArticle","2012","Donnelly, Michael P.; Paschou, Peristera; Grigorenko, Elena; Gurwitz, David; Barta, Csaba; Lu, Ru-Band; Zhukova, Olga V.; Kim, Jong-Jin; Siniscalco, Marcello; New, Maria; Li, Hui; Kajuna, Sylvester L. B.; Manolopoulos, Vangelis G.; Speed, William C.; Pakstis, Andrew J.; Kidd, Judith R.; Kidd, Kenneth K.","A global view of the OCA2-HERC2 region and pigmentation","Human Genetics","","0340-6717, 1432-1203","10.1007/s00439-011-1110-x","http://link.springer.com/10.1007/s00439-011-1110-x","","2012-05","2026-04-03 02:04:32","2026-04-03 02:04:32","2026-04-03 02:04:32","683-696","","5","131","","Hum Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\angel\Zotero\storage\QT2FEDDJ\Donnelly et al. - 2012 - A global view of the OCA2-HERC2 region and pigmentation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
